asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,start_up_cost,shut_down_cost,max_ramp_down,max_ramp_up,min_operating_point,minimum_down_time,minimum_up_time,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method,max_su_ramp,max_sd_ramp,start_trajectory,shut_trajectory
LV_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
LV_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
LV_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LV_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LV_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
LV_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
LV_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
EE_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
EE_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
EE_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
EE_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
EE_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
EE_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
EE_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
EE_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
EE_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
EE_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
EE_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
EE_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
MT_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
MT_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
MT_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
MT_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
MT_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
MT_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
MT_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
MT_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
MT_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
MT_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
MT_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
MT_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
CY_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
CY_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
CY_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
CY_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
CY_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
CY_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
CY_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
CY_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
CY_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
CY_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
CY_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
CY_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
BG_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
BG_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
BG_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
BG_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
BG_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
BG_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
BG_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
BG_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
BG_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
BG_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
BG_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
BG_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X1_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X1_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X1_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X1_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X1_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X1_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X1_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X1_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X1_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X1_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X1_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X1_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X2_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X2_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X2_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X2_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X2_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X2_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X2_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X2_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X2_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X2_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X2_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X2_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X3_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X3_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X3_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X3_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X3_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X3_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X3_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X3_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X3_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X3_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X3_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X3_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X4_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X4_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X4_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X4_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X4_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X4_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X4_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X4_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X4_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X4_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X4_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X4_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X5_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X5_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X5_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X5_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X5_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X5_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X5_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X5_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X5_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X5_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X5_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X5_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X6_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X6_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X6_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X6_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X6_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X6_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X6_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X6_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X6_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X6_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X6_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X6_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X7_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X7_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X7_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X7_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X7_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X7_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X7_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X7_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X7_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X7_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X7_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X7_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X8_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X8_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X8_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X8_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X8_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X8_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X8_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X8_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X8_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X8_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X8_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X8_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X9_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X9_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X9_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
